base,string_id,titulo_interpretativo_string,bibtex_key_original,title,authors,year,doi,venue,status,motivo,origens,tem_abstract
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Yuan20229444,Artificial intelligence for diagnosing gastric lesions under white-light endoscopy,"Yuan, Xiang-Lei; Zhou, Yao; Liu, Wei; Luo, Qi; Zeng, Xian-Hui; Yi, Zhang; Hu, Bing",2022,,Surgical Endoscopy,included,DL/CV em endoscopia com achado do trato GI alto.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Shi2019,Gastroscopic Panoramic View: Application to Automatic Polyps Detection under Gastroscopy,"Shi, Chenfei; Xue, Yan; Jiang, Chuan; Tian, Hui; Liu, Bei",2019,,Computational and Mathematical Methods in Medicine,duplicate,Duplicata de 'Gastroscopic Panoramic View: Application to Automatic Polyps Detection under Gas…' já presente em Scopus/S2.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Yoshii202074,Validity of endoscopic features for the diagnosis of Helicobacter pylori infection status based on the Kyoto classification of gastritis,"Yoshii, Shinji; Mabe, Katsuhiro; Watano, Keiko; Ohno, Masayoshi; Matsumoto, Mio; Ono, Shoko; Kudo, Takahiko; Nojima, Masanori; Kato, Mototsugu; Sakamoto, Naoya",2020,,Digestive Endoscopy,duplicate,Duplicata de 'Validity of endoscopic features for the diagnosis of Helicobacter pylori infecti…' já presente em Scopus/S2.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Xia2021133,Use of artificial intelligence for detection of gastric lesions by magnetically controlled capsule endoscopy,"Xia, Ji; Xia, Tian; Pan, Jun; Gao, Fei; Wang, Shuang; Qian, Yang-Yang; Wang, Heng; Zhao, Jie; Jiang, Xi; Zou, Wen-Bin; Wang, Yuan-Chen; Zhou, Wei; Li, Zhao-Shen; Liao, Zhuan",2021,,Gastrointestinal Endoscopy,included,DL/CV em endoscopia com achado do trato GI alto.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Zhao2018182,TriZ-a rotation-tolerant image feature and its application in endoscope-based disease diagnosis,"Zhao, Ruixue; Zhang, Ruochi; Tang, Tongyu; Feng, Xin; Li, Jialiang; Liu, Yue; Zhu, Renxiang; Wang, Guangze; Li, Kangning; Zhou, Wenyang; Yang, Yunfei; Wang, Yuzhao; Ba, Yuanjie; Zhang, Jiaojiao; Liu, Yang; Zhou, Fengfeng",2018,,Computers in Biology and Medicine,included,DL/CV em endoscopia com achado do trato GI alto.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Liu2021,The relationship between abnormal tongue features and non-malignant upper gastrointestinal disorders: A hospital-based cross-sectional study,"Liu, Sida; Li, Kaixuan; Wang, Zhaodongfang; Deng, Bo; Deng, Chao; Lou, Yanni; Jia, Liqun",2021,,European Journal of Integrative Medicine,included,Visão computacional/DL aplicada a endoscopia digestiva alta.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Cao2021,Gastric polyp detection in gastroscopic images using deep neural network,"Cao, Chanting; Wang, Ruilin; Yu, Yao; Zhang, Hui; Yu, Ying; Sun, Changyin",2021,,PLoS ONE,duplicate,Duplicata de 'Gastric polyp detection in gastroscopic images using deep neural network…' já presente em Scopus/S2.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Kuai20263403,Endoscopic virtual ruler (EVR) based on image recognition technology: a novel tool for decision support in endoscopic treatment,"Kuai, Yaxian; Sun, Bin; Wang, Zhihong; Bai, Yuchuan; Wang, Xu; Liu, Ruixue; Mei, Xuecan; Chen, Qiannan; Zhang, Fumin; Wang, Wusi; Peng, Jie; Wu, Aijiu; Kong, Derun",2026,,Surgical Endoscopy ,included,DL/CV em endoscopia com achado do trato GI alto.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Klang2023,Deep Learning and Gastric Cancer: Systematic Review of AI-Assisted Endoscopy,"Klang, Eyal; Soroush, Ali; Nadkarni, Girish N.; Sharif, Kassem; Lahat, Adi",2023,,Diagnostics,included,DL/CV em endoscopia com achado do trato GI alto.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Chang2022994,Upper endoscopy photodocumentation quality evaluation with novel deep learning system,"Chang, Yuan-Yen; Yen, Hsu-Heng; Li, Pai-Chi; Chang, Ruey-Feng; Yang, Chia Wei; Chen, Yang-Yuan; Chang, Wen-Yen",2022,,Digestive Endoscopy,included,DL/CV em endoscopia com achado do trato GI alto.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Chaniago2024,Optimized SegNet for Gastric Polyp Segmentation on Colonoscopy Images,"Chaniago, Redina An Fadhila; Huang, Yo-Ping; Hu, Hsiao-Feng; Wang, Liang-Tsai",2024,,"2024 International Conference on System Science and Engineering, ICSSE 2024",included,DL/CV em endoscopia com achado do trato GI alto.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Mushtaq2023866,An automatic gastric polyp detection technique using deep learning,"Mushtaq, Dania; Madni, Tahir Mustafa; Janjua, Uzair Iqbal; Anwar, Fozia; Kakakhail, Ahmad",2023,,International Journal of Imaging Systems and Technology,duplicate,Duplicata de 'An automatic gastric polyp detection technique using deep learning…' já presente em Scopus/S2.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Qin2024,A reconstruction and convolution operations enabled variant vision transformer with gastroscopic images for automatic locating of polyps in Internet of Medical Things,"Qin, Zhe; Zhang, Yaqiong; Li, Jian; Li, Deming; Mo, Yanqing; Wang, Liyang; Qian, Peiyu; Feng, Li",2024,,Information Fusion,duplicate,Duplicata de 'A reconstruction and convolution operations enabled variant vision transformer w…' já presente em Scopus/S2.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Liu2025,Toward autonomous robotic gastroscopy with a novel interventional keypoint and polyp detection system,"Liu, Yuying; Feng, Guang; He, Qi; Chen, Xin; Li, Jinhua; Wang, Bangmao; Zuo, Siyang",2025,,Computer Methods and Programs in Biomedicine,duplicate,Duplicata de 'Toward autonomous robotic gastroscopy with a novel interventional keypoint and p…' já presente em Scopus/S2.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Cao2021852,An Efficient Approach for Gastric Polyps Detection Based on Improved SSD,"Cao, Chanting; Yu, Yao; Xie, Yun; Sun, Changyin",2021,,"Proceeding - 2021 China Automation Congress, CAC 2021",duplicate,Duplicata de 'An Efficient Approach for Gastric Polyps Detection Based on Improved SSD…' já presente em Scopus/S2.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Zhou20225931,Enhanced segmentation of gastrointestinal polyps from capsule endoscopy images with artifacts using ensemble learning,"Zhou, Jun-Xiao; Yang, Zhan; Xi, Ding-Hao; Dai, Shou-Jun; Feng, Zhi-Qiang; Li, Jun-Yan; Xu, Wei; Wang, Hong",2022,,World Journal of Gastroenterology,included,DL/CV em endoscopia com achado do trato GI alto.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Yan2023,Semantic Segmentation of Gastric Polyps in Endoscopic Images Based on Convolutional Neural Networks and an Integrated Evaluation Approach,"Yan, Tao; Qin, Ye Ying; Wong, Pak Kin; Ren, Hao; Wong, Chi Hong; Yao, Liang; Hu, Ying; Chan, Cheok I; Gao, Shan; Chan, Pui Pun",2023,,Bioengineering,included,DL/CV em endoscopia com achado do trato GI alto.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Zhou2023,Classification of precancerous lesions based on fusion of multiple hierarchical features,"Zhou, Huijun; Liu, Zhenyang; Li, Ting; Chen, Yifei; Huang, Wei; Zhang, Zijian",2023,,Computer Methods and Programs in Biomedicine,duplicate,Duplicata de 'Classification of precancerous lesions based on fusion of multiple hierarchical …' já presente em Scopus/S2.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Xie2023,Gastric polyp detection module based on improved attentional feature fusion,"Xie, Yun; Yu, Yao; Liao, Mingchao; Sun, Changyin",2023,,BioMedical Engineering Online,duplicate,Duplicata de 'Gastric polyp detection module based on improved attentional feature fusion…' já presente em Scopus/S2.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Jiang2023,Data-driven decision-making for precision diagnosis of digestive diseases,"Jiang, Song; Wang, Ting; Zhang, Kun-He",2023,,BioMedical Engineering Online,included,Visão computacional/DL aplicada a endoscopia digestiva alta.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Shichi2019,Automated detection of fundic gland polyps from endoscopic images using SSD,"Shichi, Nagito; Totsuka, Arata; Hasegawa, Junichi; Shibata, Tomoyuki",2019,,Proceedings of SPIE - The International Society for Optical Engineering,included,DL/CV em endoscopia com achado do trato GI alto.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Clauditz2022628,Polyps of the Stomach,"Clauditz, Till; Kővári, Bence; Lauwers, Gregory Y.",2022,,"Surgical Pathology of the GI Tract, Liver, Biliary Tract and Pancreas",included,Visão computacional/DL aplicada a endoscopia digestiva alta.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Spadaccini2022975,Comparing the number and relevance of false activations between 2 artificial intelligence computer-aided detection systems: the NOISE study,"Spadaccini, Marco; Hassan, Cesare; Alfarone, Ludovico; Da Rio, Leonardo; Maselli, Roberta; Carrara, Silvia; Galtieri, Piera Alessia; Pellegatta, Gaia; Fugazza, Alessandro; Koleth, Glenn; Emmanuel, James; Anderloni, Andrea; Mori, Yuichi; Wallace, Michael B.; Sharma, Prateek; Repici, Alessandro",2022,,Gastrointestinal Endoscopy,included,DL/CV em endoscopia com achado do trato GI alto.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Zhai2022,RETRACTED: Construction of Stomach Cancer Lesion Detection Combined with Drug Therapy Based on Artificial Intelligence,"Zhai, Shengyong; Yu, Lihong; Li, Jing",2022,,Contrast Media and Molecular Imaging,duplicate,Duplicata de 'RETRACTED: Construction of Stomach Cancer Lesion Detection Combined with Drug Th…' já presente em Scopus/S2.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Huang2023,A masked graph neural network model for real-time gastric polyp detection in Healthcare 4.0,"Huang, Junjun; Saw, Shier Nee; He, Tianran; Feng, Wei; Loo, Chu Kiong",2023,,Journal of Industrial Information Integration,duplicate,Duplicata de 'A masked graph neural network model for real-time gastric polyp detection in Hea…' já presente em Scopus/S2.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Murakami20211196,Challenging detection of hard-to-find gastric cancers with artificial intelligence-assisted endoscopy,"Murakami, Daisuke; Yamato, Masayuki; Amano, Yuji; Tada, Tomohiro",2021,,Gut,included,"Título/keywords indicam DL/CV em endoscopia digestiva alta ou achado GI, mesmo sem abstract.",Scopus/S3,não
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Oshio2020,Automated detection of fundic gland polyps and hyperplastic polyps from endoscopic images using SSD,"Oshio, Koki; Shichi, Nagito; Hasegawa, Junichi; Shibata, Tomoyuki",2020,,Proceedings of SPIE - The International Society for Optical Engineering,included,Visão computacional/DL aplicada a endoscopia digestiva alta.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Lee202151847,A Novel Approach for Increased Convolutional Neural Network Performance in Gastric-Cancer Classification Using Endoscopic Images,"Lee, Sin-Ae; Cho, Hyun Chin; Cho, Hyun-Chong",2021,,IEEE Access,included,DL/CV em endoscopia com achado do trato GI alto.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Xu20244231,A Multi-task Neural Network for Image Recognition in Magnetically Controlled Capsule Endoscopy,"Xu, Ting; Li, Yuan-Yi; Huang, Fang; Gao, Min; Cai, Can; He, Song; Wu, Zhi-Xuan",2024,,Digestive Diseases and Sciences,included,Visão computacional/DL aplicada a endoscopia digestiva alta.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Dong2023,Explainable artificial intelligence incorporated with domain knowledge diagnosing early gastric neoplasms under white light endoscopy,"Dong, Zehua; Wang, Junxiao; Li, Yanxia; Deng, Yunchao; Zhou, Wei; Zeng, Xiaoquan; Gong, Dexin; Liu, Jun; Pan, Jie; Shang, Renduo; Xu, Youming; Xu, Ming; Zhang, Lihui; Zhang, Mengjiao; Tao, Xiao; Zhu, Yijie; Du, Hongliu; Lu, Zihua; Yao, Liwen; Wu, Lianlian; Yu, Honggang",2023,,npj Digital Medicine,included,DL/CV em endoscopia com achado do trato GI alto.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Huang2021,Impact of Computer-Assisted System on the Learning Curve and Quality in Esophagogastroduodenoscopy: Randomized Controlled Trial,"Huang, Li; Liu, Jun; Wu, Lianlian; Xu, Ming; Yao, Liwen; Zhang, Lihui; Shang, Renduo; Zhang, Mengjiao; Xiong, Qiutang; Wang, Dawei; Dong, Zehua; Xu, Youming; Li, Jia; Zhu, Yijie; Gong, Dexin; Wu, Huiling; Yu, Honggang",2021,,Frontiers in Medicine,duplicate,Duplicata de 'Impact of Computer-Assisted System on the Learning Curve and Quality in Esophago…' já presente em Scopus/S2.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Ishioka2023483,Performance of an artificial intelligence-based diagnostic support tool for early gastric cancers: Retrospective study,"Ishioka, Mitsuaki; Osawa, Hiroyuki; Hirasawa, Toshiaki; Kawachi, Hiroshi; Nakano, Kaoru; Fukushima, Noriyoshi; Sakaguchi, Mio; Tada, Tomohiro; Kato, Yusuke; Shibata, Junichi; Ozawa, Tsuyoshi; Tajiri, Hisao; Fujisaki, Junko",2023,,Digestive Endoscopy,duplicate,Duplicata de 'Performance of an artificial intelligence-based diagnostic support tool for earl…' já presente em Scopus/S2.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Durak20211563,Deep neural network approaches for detecting gastric polyps in endoscopic images,"Durak, Serdar; Bayram, Bülent; Bakırman, Tolga; Erkut, Murat; Doğan, Metehan; Gürtürk, Mert; Akpınar, Burak",2021,,Medical and Biological Engineering and Computing,duplicate,Duplicata de 'Deep neural network approaches for detecting gastric polyps in endoscopic images…' já presente em Scopus/S2.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Islam2021137,Classification of Gastric Precancerous Diseases using Hybrid CNN-SVM,"Islam, Jahidul; Bhuiyan, Sajjad; Hossain, Arafat; Surja, Amit Shaha; Iqbal, Md. Shahid",2021,,"3rd International Conference on Electrical and Electronic Engineering, ICEEE 2021",included,DL/CV em endoscopia com achado do trato GI alto.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Aseena2025,Performance Evaluation of various Image Enhancement Techniques for Gastric Polyp Detection in the Kvasir Dataset,"Aseena, A.; Paul, Shiny",2025,,"International Conference on Trends in Engineering Systems and Technologies, ICTEST 2025 - Proceedings",included,Visão computacional/DL aplicada a endoscopia digestiva alta (contexto: dataset/benchmark).,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Xu2021254,A Gratifying Step forward for the Application of Artificial Intelligence in the Field of Endoscopy: A Narrative Review,"Xu, Yixin; Tan, Yulin; Wang, Yibo; Gao, Jie; Wu, Dapeng; Xu, Xuezhong",2021,,"Surgical Laparoscopy, Endoscopy and Percutaneous Techniques",included,DL/CV em endoscopia com achado do trato GI alto.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Zhdanova2020,Gastric polyps detection based on endoscopic video using modified dense micro-block difference descriptor,"Zhdanova, M.; Voronin, V.; Semenishchev, E.; Balabaeva, O.; Zelensky, A.",2020,,Proceedings of SPIE - The International Society for Optical Engineering,included,DL/CV em endoscopia com achado do trato GI alto.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Chen2021,Single Shot Multibox Detector Automatic Polyp Detection Network Based on Gastrointestinal Endoscopic Images,"Chen, Xiaoling; Zhang, Kuiling; Lin, Shuying; Dai, Kai Feng; Yun, Yang",2021,,Computational and Mathematical Methods in Medicine,included,DL/CV em endoscopia com achado do trato GI alto.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Carrascosa2006261,Elevated gastric lesions: Virtual gastroscopy,"Carrascosa, P.; Capuñay, C.; Ulla, M.; López, E.M.; Corti, R.; Carrascosa, J.",2006,,Abdominal Imaging,excluded,"[manual_v1] Gastroscopia virtual por CT (2006) — uso de tomografia, não de imagens endoscópicas ópticas; fora do pipeline.",Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Zhang2023181,Effect of a deep learning–based automatic upper GI endoscopic reporting system: a randomized crossover study (with video),"Zhang, Lihui; Lu, Zihua; Yao, Liwen; Dong, Zehua; Zhou, Wei; He, Chunping; Luo, Renquan; Zhang, Mengjiao; Wang, Jing; Li, Yanxia; Deng, Yunchao; Zhang, Chenxia; Li, Xun; Shang, Renduo; Xu, Ming; Wang, Junxiao; Zhao, Yu; Wu, Lianlian; Yu, Honggang",2023,,Gastrointestinal Endoscopy,duplicate,Duplicata de 'Effect of a deep learning–based automatic upper GI endoscopic reporting system: …' já presente em Scopus/S2.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Gulati2020512,The future of endoscopy: Advances in endoscopic image innovations,"Gulati, Shraddha; Patel, Mehul; Emmanuel, Andrew; Haji, Amyn; Hayee, Bu'Hussain; Neumann, Helmut",2020,,Digestive Endoscopy,included,Visão computacional/DL aplicada a endoscopia digestiva alta.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Li2025,Factors influencing the incidence of early gastric cancer: a bayesian network analysis,"Li, Ruiyu; Yang, Taiming; Dong, Zi; Gao, Yin; Li, Nan; Song, Ting; Sun, Jinshu; Chen, Ying",2025,,BMC Gastroenterology,duplicate,Duplicata de 'Factors influencing the incidence of early gastric cancer: a bayesian network an…' já presente em Scopus/S2.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Kim20192549,Gastric Lesion Classification Using Deep Learning Based on Fast and Robust Fuzzy C-Means and Simple Linear Iterative Clustering Superpixel Algorithms,"Kim, Dong-hyun; Cho, HyunChin; Cho, Hyun-chong",2019,,Journal of Electrical Engineering and Technology,included,DL/CV em endoscopia com achado do trato GI alto.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Wang2019128,Gastric polyps detection by improved faster r-cnn,"Wang, Ruilin; Zhang, Wei; Nie, Wenbo; Yu, Yao",2019,,ACM International Conference Proceeding Series,duplicate,Duplicata de 'Gastric polyps detection by improved faster r-cnn…' já presente em Scopus/S2.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Thwaites2024459,Review article: Current status and future directions of ingestible electronic devices in gastroenterology,"Thwaites, Phoebe A.; Yao, Chu K.; Halmos, Emma P.; Muir, Jane G.; Burgell, Rebecca E.; Berean, Kyle J.; Kalantar-zadeh, Kourosh; Gibson, Peter R.",2024,,Alimentary Pharmacology and Therapeutics,included,DL/CV em endoscopia com achado do trato GI alto.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Tang2023,Transformer-based multi-task learning for classification and segmentation of gastrointestinal tract endoscopic images,"Tang, Suigu; Yu, Xiaoyuan; Cheang, Chak Fong; Liang, Yanyan; Zhao, Penghui; Yu, Hon Ho; Choi, I Cheong",2023,,Computers in Biology and Medicine,included,DL/CV em endoscopia com achado do trato GI alto.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Ahmed2023,Hybrid Models for Endoscopy Image Analysis for Early Detection of Gastrointestinal Diseases Based on Fused Features,"Ahmed, Ibrahim Abdulrab; Senan, Ebrahim Mohammed; Shatnawi, Hamzeh Salameh Ahmad",2023,,Diagnostics,included,DL/CV em endoscopia com achado do trato GI alto.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Tian2025,Investigating the relationship between tongue diagnosis features and gastric cancer: A machine learning-based prediction model,"Tian, Pengfei; Chen, Zonglin; Fang, Biaojie; Wang, Xintian; Yu, Xin; Lu, Mingdian",2025,,European Journal of Surgical Oncology,duplicate,Duplicata de 'Investigating the relationship between tongue diagnosis features and gastric can…' já presente em Scopus/S2.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Zhang2019,Real-time gastric polyp detection using convolutional neural networks,"Zhang, Xu; Chen, Fei; Yu, Tao; An, Jiye; Huang, Zhengxing; Liu, Jiquan; Hu, Weiling; Wang, Liangjing; Duan, Huilong; Si, Jianmin",2019,,PLoS ONE,included,Visão computacional/DL aplicada a endoscopia digestiva alta.,Scopus/S3,sim
Scopus,S3,Scopus S3 — Pólipos gástricos em endoscopia com IA,Wang2023,Rethinking exemplars for continual semantic segmentation in endoscopy scenes: Entropy-based mini-batch pseudo-replay,"Wang, Guankun; Bai, Long; Wu, Yanan; Chen, Tong; Ren, Hongliang",2023,,Computers in Biology and Medicine,included,DL/CV em endoscopia com achado do trato GI alto.,Scopus/S3,sim
