base,string_id,titulo_interpretativo_string,bibtex_key_original,title,authors,year,doi,venue,status,motivo,origens,tem_abstract
Springer Nature Link,S4,Springer S4 — Brasil / América Latina,sp_10.1186_s13223-023-00845-9,13th C1-inhibitor deficiency and angioedema workshop—2023,,2023,10.1186/s13223-023-00845-9,"Allergy, Asthma & Clinical Immunology",duplicate,Duplicata de '13th C1-inhibitor deficiency and angioedema workshop—2023…' já presente em Springer Nature Link/S2.,Springer Nature Link/S4,não
Springer Nature Link,S4,Springer S4 — Brasil / América Latina,sp_10.1007_978-3-031-51220-9_1,"Livability: The Direction to Mitigating Urban Heat Islands’ Effect, Achieving Healthy, Sustainable, and Resilient Cities, and the Coverage",Mohsen Aboulnaga; Antonella Trombadore; Mona Mostafa; Ahmed Abouaiana,2024,10.1007/978-3-031-51220-9_1,Livable Cities,excluded,"[manual_v3] Cidades habitáveis e ilhas de calor urbano — urbanismo/sustentabilidade, fora do escopo.",Springer Nature Link/S4,não
Springer Nature Link,S4,Springer S4 — Brasil / América Latina,sp_10.1007_s10286-023-00988-0,34th International Symposium on the Autonomic Nervous System,,2023,10.1007/s10286-023-00988-0,Clinical Autonomic Research,duplicate,Duplicata de '34th International Symposium on the Autonomic Nervous System…' já presente em Springer Nature Link/S2.,Springer Nature Link/S4,não
Springer Nature Link,S4,Springer S4 — Brasil / América Latina,sp_10.1007_s13181-021-00832-9,2021 ACMT Annual Scientific Meeting Abstracts—Virtual,,2021,10.1007/s13181-021-00832-9,Journal of Medical Toxicology,duplicate,Duplicata de '2021 ACMT Annual Scientific Meeting Abstracts—Virtual…' já presente em Springer Nature Link/S2.,Springer Nature Link/S4,não
Springer Nature Link,S4,Springer S4 — Brasil / América Latina,sp_10.1007_s12288-020-01384-8,61st Annual Conference of Indian Society of Hematology & Blood Transfusion (ISHBT) November 2020,,2020,10.1007/s12288-020-01384-8,Indian Journal of Hematology and Blood Transfusion,duplicate,Duplicata de '61st Annual Conference of Indian Society of Hematology & Blood Transfusion (ISHB…' já presente em Springer Nature Link/S2.,Springer Nature Link/S4,não
Springer Nature Link,S4,Springer S4 — Brasil / América Latina,sp_10.1186_s13054-019-2358-0,39th International Symposium on Intensive Care and Emergency Medicine,,2019,10.1186/s13054-019-2358-0,Critical Care,duplicate,Duplicata de '39th International Symposium on Intensive Care and Emergency Medicine…' já presente em Springer Nature Link/S2.,Springer Nature Link/S4,não
Springer Nature Link,S4,Springer S4 — Brasil / América Latina,sp_10.1186_s12868-017-0372-1,26th Annual Computational Neuroscience Meeting (CNS*2017): Part 3,Adam J. H. Newton; Alexandra H. Seidenstein; Robert A. Mc; Dougal; Alberto Pérez-Cervera; Gemma Huguet; Tere M-Seara; Caroline Haimerl; David Angulo-Garcia; Alessandro Torcini; Rosa Cossart; Arnaud Malvache; Kaoutar Skiker; Mounir Maouene; Gianmarco Ragognetti; Letizia Lorusso; Andrea Viggiano; Angelo Marcelli; Rosa Senatore; Antonio Parziale; S. Stramaglia; M. Pellicoro; L. Angelini; E. Amico; H. Aerts; J. Cortés; S. Laureys; D. Marinazzo; S. Stramaglia; I. Bassez; L. Faes; Hannes Almgren; Adeel Razi; Frederik Van de Steen; Ruth Krebs; Hannelore Aerts; Lida Kanari; Pawel Dlotko; Martina Scolamiero; Ran Levi; Julian Shillcock; Christiaan P.J. de Kock; Kathryn Hess; Henry Markram; Cheng Ly; Gary Marsat; Tom Gillespie; Malin Sandström; Mathew Abrams; Jeffrey S. Grethe; Maryann Martone; Robin De Gernier; Sergio Solinas; Christian Rössert; Marc Haelterman; Serge Massar; Valentina Pasquale; Vito Paolo Pastore; Sergio Martinoia; Paolo Massobrio; Cristiano Capone; Núria Tort-Colet; Maria V. Sanchez-Vives; Maurizio Mattia; Ali Almasi; Shaun L. Cloherty; David B. Grayden; Yan T. Wong; Michael R. Ibbotson; Hamish Meffin; Luke Y. Prince; Krasimira Tsaneva-Atanasova; Jack R. Mellor; Alberto Mazzoni; Manuela Rosa; Jacopo Carpaneto; Luigi M. Romito; Alberto Priori; Silvestro Micera; Rosanna Migliore; Carmen Alina Lupascu; Francesco Franchina; Luca Leonardo Bologna; Armando Romani; Sára Saray; Werner Van Geit; Szabolcs Káli; Alex Thomson; Audrey Mercer; Sigrun Lange; Joanne Falck; Eilif Muller; Felix Schürmann; Dmitrii Todorov; Robert Capps; William Barnett; Yaroslav Molkov; Federico Devalle; Diego PazóErnest MontbrióGabriela Mochol; Habiba Azab; Benjamin Y. Hayden; Rubén Moreno-Bote; Pragathi Priyadharsini Balasubramani; Srinivasa V. Chakravarthy; Vignayanandam R. Muddapu; Medorian D. Gheorghiu; Bartul Mimica; Jonathan Withlock; Raul C. Mureșan; Jennifer L. Zick; Kelsey Schultz; Rachael K. Blackman; Matthew V. Chafee; Theoden I. Netoff; Nicholas Roberts; Vivek Nagaraj; Andrew Lamperski; Theoden I. Netoff; Logan L. Grado; Matthew D. Johnson; David P. Darrow; Davide Lonardoni; Hayder Amin; Stefano Di Marco; Alessandro Maccione; Luca Berdondini; Thierry Nieus; Marcel Stimberg; Dan F. M. Goodman; Thomas Nowotny; Veronika Koren; Valentin Dragoi; Klaus Obermayer; Samy Castro; Mariano Fernandez; Wael El-Deredy; Kesheng Xu; Jean Paul Maidana; Patricio Orio; Weiliang Chen; Iain Hepburn; Francesco Casalegno; Adrien Devresse; Aleksandr Ovcharenko; Fernando Pereira; Fabien Delalondre; Erik De Schutter; Peter Bratby; Andrew R. Gallimore; Guido Klingbeil; Criseida Zamora; Yunliang Zang; Patrick Crotty; Eric Palmerduca; Alberto Antonietti; Claudia Casellato; Csaba EröEgidio D’Angelo; Marc-Oliver Gewaltig; Alessandra Pedrocchi; Ilja Bytschok; Dominik Dold; Johannes Schemmel; Karlheinz Meier; Mihai A. Petrovici; Hui-An Shen; Simone Carlo Surace; Jean-Pascal Pfister; Baptiste Lefebvre; Olivier Marre; Pierre Yger; Athanasia Papoutsi; Jiyoung Park; Ryan Ash; Stelios Smirnakis; Panayiota Poirazi; Richard A. Felix; Alexander G. Dimitrov; Christine Portfors; Silvia Daun; Tibor I. Toth; Joanna Jędrzejewska-Szmek; Nadine Kabbani; Kim T. Blackwel; Bahar Moezzi; Natalie Schaworonkow; Lukas Plogmacher; Mitchell R. Goldsworthy; Brenton Hordacre; Mark D. Mc; Donnell; Nicolangelo Iannella; Michael C. Ridding; Jochen Triesch; Reinoud Maex; Karen Safaryan; Volker Steuber; Rongxiang Tang; Yi-Yuan Tang; Darya V. Verveyko; Alexey R. Brazhe; Andrey Yu Verisokin; Dmitry E. Postnov; Cengiz Günay; Gabriella Panuccio; Michele Giugliano; Astrid A. Prinz; Pablo Varona; Mikhail I. Rabinovich; Jack Denham; Thomas Ranner; Netta Cohen; Maria Reva; Nelson Rebola; Tekla Kirizs; Zoltan Nusser; David Di; Gregorio; Eirini Mavritsaki; Panos Rentzelas; Nikul H. Ukani; Adam Tomkins; Chung-Heng Yeh; Wesley Bruning; Allison L. Fenichel; Yiyin Zhou; Yu-Chi Huang; Dorian Florescu; Carlos Luna Ortiz; Paul Richmond; Chung-Chuan Lo; Daniel Coca; Ann-Shyn Chiang; Aurel A. Lazar; Bahar Moezzi; Jennifer L. Creaser; Congping Lin; Peter Ashwin; Jonathan T. Brown; Thomas Ridler; Daniel Levenstein; Brendon O. Watson; György Buzsáki; John Rinzel; Rodica Curtu; Anh Nguyen; Sahand Assadzadeh; Peter A. Robinson; Paula Sanz-Leon; Caroline G. Forlim; Lírio O. B. de Almeida; Reynaldo D. Pinto; Francisco B. RodríguezÁngel Lareo; Caroline Garcia Forlim; Francisco B. Rodríguez; Aaron Montero; Thiago Mosqueiro; Ramon Huerta; Francisco B. Rodriguez; Vinicio Changoluisa; Francisco B. Rodriguez; Vinícius L. Cordeiro; César C. Ceballos; Nilton L. Kamiji; Antonio C. Roque; William W. Lytton; Andrew Knox; Joshua J. C. Rosenthal; Silvia Daun; Svitlana Popovych; Liqing Liu; Bin A. Wang; Tibor I. Tóth; Christian Grefkes; Gereon R. Fink; Nils Rosjat; Abraham Perez-Trujillo; Andres Espinal; Marco A. Sotelo-Figueroa; Ivan Cruz-Aceves; Horacio Rostro-Gonzalez; Martin Zapotocky; Martina HoskovcováJana KopeckáOlga UlmanováEvžen Růžička; Matthias Gärtner; Sevil Duvarci; Jochen Roeper; Gaby Schneider; Stefan Albert; Katharina Schmack; Michiel Remme; Susanne Schreiber; Michele Migliore; Carmen A. Lupascu; Luca L. Bologna; Stefano M. Antonel; Jean-Denis Courcol; Felix Schürmann; Sami Utku Çelikok; Eva M. Navarro-López; Neslihan Serap Şengör; Rahmi Elibol; Neslihan Serap Sengor; Mustafa Yasir Özdemir; Tianyi Li; Angelo Arleo; Denis Sheynikhovich; Akihiro Nakamura; Masanori Shimono; Youngjo Song; Sol Park; Ilhwan Choi; Jaeseung Jeong; Hee-sup Shin; Sadra Sadeh; Padraig Gleeson; R. Angus Silver; Alexandra Pierri Chatzikalymniou; Frances K. Skinner; Lazaro M. Sanchez-Rodriguez; Roberto C. Sotero; Loreen Hertäg; Owen Mackwood; Henning Sprekeler; Steffen Puhlmann; Simon N. Weber; David Higgins; Laura B. Naumann; Simon N. Weber; Ramakrisnan Iyer; Stefan Mihalas; Valentina Ticcinelli; Tomislav Stankovski; Peter V. E. Mc; Clintock; Aneta Stefanovska; Predrag JanjićDimitar Solev; Gerald Seifert; Ljupčo Kocarev; Christian Steinhäuser; Mehrdad Salmasi; Stefan Glasauer; Martin Stemmler; Danke Zhang; Chi Zhang; Armen Stepanyants; Julia Goncharenko; Lieke Kros; Neil Davey; Chris de Zeeuw; Freek Hoebeek; Ankur Sinha; Roderick Adams; Michael Schmuker; Maria Psarrou; Maria Schilstra; Benjamin Torben-Nielsen; Christoph Metzner; Achim Schweikard; Tuomo Mäki-Marttunen; Bartosz Zurowski; Daniele Marinazzo; Luca Faes; Sebastiano Stramaglia; Henry O. C. Jordan; Simon M. Stringer; Elżbieta Gajewska-Dendek; Piotr Suffczyński; Nicoladie Tam; George Zouridakis; Luca Pollonini; Yi-Yuan Tang; Mojtaba Madadi Asl; Alireza Valizadeh; Peter A. Tass; Andreas Nold; Wei Fan; Sara Konrad; Heiko Endle; Johannes Vogt; Tatjana Tchumatchenko; Juliane Herpich; Christian Tetzlaff; Jannik Luboeinski; Timo Nachstedt; Manuel Ciba; Andreas Bahmer; Christiane Thielemann; Eric S. Kuebler; Joseph S. Tauskela; Jean-Philippe Thivierge; Rembrandt Bakker; María García-Amado; Marian Evangelio; Francisco ClascáPaul Tiesinga; Christopher L. Buckley; Taro Toyoizumi; Alexis M. Dubreuil; Rémi Monasson; Alessandro Treves; Davide Spalla; Sophie Rosay; Florence I. Kleberg; Willy Wong; Bruno de Oliveira Floriano; Toshihiko Matsuo; Tetsuya Uchida; Domenica Dibenedetto; Kâmil UludağAbdorreza Goodarzinick; Maximilian Schmidt; Claus C. Hilgetag; Markus Diesmann; Sacha J. van Albada; Michael Fauth; Mark van Rossum; Manuel Reyes-Sánchez; Rodrigo Amaducci; Carlos Muñiz; Pablo Varona; Irene Elices; David Arroyo; Rafael Levi; Ben Cohen; Carson Chow; Shashaank Vattikuti; Elena Bertolotti; Raffaella Burioni; Matteo di Volo; Alessandro Vezzani; Bayar Menzat; Tim P. Vogels; Nobuhiko Wagatsuma; Susmita Saha; Reena Kapoor; Robert Kerr; John Wagner; Luis C. Garcia del Molino; Guangyu Robert Yang; Jorge F. Mejias; Xiao-Jing Wang; Hanbing Song; Joseph Goodliffe; Jennifer Luebke; Christina M. Weaver; John Thomas; Nishant Sinha; Nikhita Shaju; Tomasz Maszczyk; Jing Jin; Sydney S. Cash; Justin Dauwels; M. Brandon Westover; Maryam Karimian; Michelle Moerel; Peter De Weerd; Thomas Burwick; Ronald L. Westra; Romesh Abeysuriya; Jonathan Hadida; Stamatios Sotiropoulos; Saad Jbabdi; Mark Woolrich; Chama Bensmail; Borys Wrobel; Xiaolong Zhou; Zilong Ji; Xiao Liu; Yan Xia; Si Wu; Xiao Wang; Mingsha Zhang; Si Wu; Netanel Ofer; Orit Shefi; Gur Yaari; Ted Carnevale; Amit Majumdar; Subhashini Sivagnanam; Kenneth Yoshimoto; Elena Y. Smirnova; Dmitry V. Amakhin; Sergey L. Malkin; Aleksey V. Zaitsev; Anton V. Chizhov; Margarita Zaleshina; Alexander Zaleshin; Victor J. Barranca; George Zhu; Quinton M. Skilling; Daniel Maruyama; Nicolette Ognjanovski; Sara J. Aton; Michal Zochowski; Jiaxing Wu; Sara Aton; Scott Rich; Victoria Booth; Maral Budak; Salvador Dura-Bernal; Samuel A. Neymotin; Benjamin A. Suter; Gordon M. G. Shepherd; Melvin A. Felton Jr.Alfred B. Yu; David L. Boothe; Kelvin S. Oie; Piotr J. Franaszczuk; Sergey A. Shuvaev; Batuhan Başerdem; Anthony Zador; Alexei A. Koulakov; Víctor J. López-Madrona; Ernesto Pereda; Claudio R. Mirasso; Santiago Canals; Stefano Masoli; Udaya B. Rongala; Alberto Mazzoni; Anton Spanne; Henrik Jorntell; Calogero M. Oddo; Alexander V. Vartanov; Anastasia K. Neklyudova; Stanislav A. Kozlovskiy; Andrey A. Kiselnikov; Julia A. Marakshina; Maria Teleńczuk; Bartosz Teleńczuk; Alain Destexhe; Paula T. Kuokkanen; Anna Kraemer; Thomas Mc; Colgan; Catherine E. Carr; Richard Kempter,2017,10.1186/s12868-017-0372-1,BMC Neuroscience,excluded,"[manual_v3] Anais de Computational Neuroscience Meeting 2017 — agregado editorial de neurociência computacional, sem trabalho individual em IA + endoscopia.",Springer Nature Link/S4,não
Springer Nature Link,S4,Springer S4 — Brasil / América Latina,sp_10.1007_s12028-017-0465-9,Abstracts Presented at the Neurocritical Care Society (NCS) 15th Annual Meeting,,2017,10.1007/s12028-017-0465-9,Neurocritical Care,duplicate,Duplicata de 'Abstracts Presented at the Neurocritical Care Society (NCS) 15th Annual Meeting…' já presente em Springer Nature Link/S2.,Springer Nature Link/S4,não
Springer Nature Link,S4,Springer S4 — Brasil / América Latina,sp_10.1186_s12969-017-0185-x,Proceedings of the 24<sup>th</sup> Paediatric Rheumatology European Society Congress: Part one,,2017,10.1186/s12969-017-0185-x,Pediatric Rheumatology,duplicate,Duplicata de 'Proceedings of the 24<sup>th</sup> Paediatric Rheumatology European Society Cong…' já presente em Springer Nature Link/S2.,Springer Nature Link/S4,não
Springer Nature Link,S4,Springer S4 — Brasil / América Latina,sp_10.1007_s12028-013-9895-1,Neurocritical Care Society 11th Annual Meeting,,2013,10.1007/s12028-013-9895-1,Neurocritical Care,duplicate,Duplicata de 'Neurocritical Care Society 11th Annual Meeting…' já presente em Springer Nature Link/S2.,Springer Nature Link/S4,não
Springer Nature Link,S4,Springer S4 — Brasil / América Latina,sp_10.1007_s10545-006-9995-6,Contents,,2006,10.1007/s10545-006-9995-6,Journal of Inherited Metabolic Disease,duplicate,Duplicata de 'Contents…' já presente em Springer Nature Link/S2.,Springer Nature Link/S4,não
Springer Nature Link,S4,Springer S4 — Brasil / América Latina,sp_10.1007_978-0-306-48603-6_5,E,André Heck,2004,10.1007/978-0-306-48603-6_5,StarBriefs Plus,duplicate,Duplicata de 'E…' já presente em Springer Nature Link/S2.,Springer Nature Link/S4,não
