base,string_id,titulo_interpretativo_string,bibtex_key_original,title,authors,year,doi,venue,status,motivo,origens,tem_abstract
Web of Science,S3,WoS S3 — Pólipos gástricos em endoscopia com IA,WOS:000876516800004,"RETRACTED: Construction of Stomach Cancer Lesion Detection Combined with
Drug Therapy Based on Artificial Intelligence (Retracted Article)","Zhai, Shengyong; Yu, Lihong; Li, Jing",2022,10.1155/2022/1905437,CONTRAST MEDIA & MOLECULAR IMAGING,duplicate,Duplicata de 'Construction of Stomach Cancer Lesion Detection Combined with Drug Therapy Based…' já presente em PubMed/S3.,Web of Science/S3,sim
Web of Science,S3,WoS S3 — Pólipos gástricos em endoscopia com IA,WOS:001079799500001,"A reconstruction and convolution operations enabled variant vision
transformer with gastroscopic images for automatic locating of polyps in
Internet of Medical Things","Qin, Zhe; Zhang, Yaqiong; Li, Jian; Li, Deming; Mo, Yanqing; Wang, Liyang; Qian, Peiyu; Feng, Li",2024,10.1016/j.inffus.2023.102007,INFORMATION FUSION,duplicate,"Duplicata de 'A reconstruction and convolution operations enabled variant vision
transformer w…' já presente em Web of Science/S1.",Web of Science/S3,sim
Web of Science,S3,WoS S3 — Pólipos gástricos em endoscopia com IA,WOS:000915498100001,An automatic gastric polyp detection technique using deep learning,"Mushtaq, Dania; Madni, Tahir Mustafa; Janjua, Uzair Iqbal; Anwar, Fozia; Kakakhail, Ahmad",2023,10.1002/ima.22850,INTERNATIONAL JOURNAL OF IMAGING SYSTEMS AND TECHNOLOGY,duplicate,Duplicata de 'An automatic gastric polyp detection technique using deep learning…' já presente em Web of Science/S1.,Web of Science/S3,sim
Web of Science,S3,WoS S3 — Pólipos gástricos em endoscopia com IA,WOS:000897677600005,"Classification of precancerous lesions based on fusion of multiple
hierarchical features","Zhou, Huijun; Liu, Zhenyang; Li, Ting; Chen, Yifei; Huang, Wei; Zhang, Zijian",2023,10.1016/j.cmpb.2022.107301,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,duplicate,"Duplicata de 'Classification of precancerous lesions based on fusion of multiple
hierarchical …' já presente em Web of Science/S1.",Web of Science/S3,sim
Web of Science,S3,WoS S3 — Pólipos gástricos em endoscopia com IA,WOS:000639876800001,"A Novel Approach for Increased Convolutional Neural Network Performance
in Gastric-Cancer Classification Using Endoscopic Images","Lee, Sin-Ae; Cho, Hyun Chin; Cho, Hyun-Chong",2021,10.1109/ACCESS.2021.3069747,IEEE ACCESS,duplicate,Duplicata de 'A Novel Approach for Increased Convolutional Neural Network Performance in Gastr…' já presente em IEEE/S4.,Web of Science/S3,sim
Web of Science,S3,WoS S3 — Pólipos gástricos em endoscopia com IA,WOS:001562501200020,"Classification of Gastroscopy Images Under Extreme Class Imbalance: A
Deep Learning Pipeline","Krenzer, Adrian; Friedetzki, Tobias; Dietsch, Max; Puppe, Frank",2026,10.1007/978-3-031-98691-8_20,"MEDICAL IMAGE UNDERSTANDING AND ANALYSIS, MIUA 2025, PT II",duplicate,Duplicata de 'Classification of Gastroscopy Images Under Extreme Class Imbalance: A Deep Learn…' já presente em Scopus/S1.,Web of Science/S3,sim
Web of Science,S3,WoS S3 — Pólipos gástricos em endoscopia com IA,WOS:001611551300046,"A Hybrid Attention-Based Fuzzy Pooling Network Model for Locating Polyp
Positions in Gastroscopic Image in Internet of Medical Things","Ma, Xiaoyu; Wang, Honghu; Ren, Xiaoxue; Ma, Yu",2025,10.1109/JIOT.2025.3555427,IEEE INTERNET OF THINGS JOURNAL,duplicate,Duplicata de 'A Hybrid Attention-Based Fuzzy Pooling Network Model for Locating Polyp Position…' já presente em IEEE/S1.,Web of Science/S3,sim
Web of Science,S3,WoS S3 — Pólipos gástricos em endoscopia com IA,WOS:000502151600032,"Gastric Lesion Classification Using Deep Learning Based on Fast and
Robust Fuzzy C-Means and Simple Linear Iterative Clustering Superpixel
Algorithms","Kim, Dong-hyun; Cho, HyunChin; Cho, Hyun-chong",2019,10.1007/s42835-019-00259-x,JOURNAL OF ELECTRICAL ENGINEERING & TECHNOLOGY,included,DL/CV em endoscopia com achado do trato GI alto.,Springer Nature Link/S2; Web of Science/S3,sim
Web of Science,S3,WoS S3 — Pólipos gástricos em endoscopia com IA,WOS:000497354500002,"Gastroscopic Panoramic View: Application to Automatic Polyps Detection
under Gastroscopy","Shi, Chenfei; Xue, Yan; Jiang, Chuan; Tian, Hui; Liu, Bei",2019,10.1155/2019/4393124,COMPUTATIONAL AND MATHEMATICAL METHODS IN MEDICINE,duplicate,Duplicata de 'Gastroscopic Panoramic View: Application to Automatic Polyps Detection under Gas…' já presente em PubMed/S3.,Web of Science/S3,sim
Web of Science,S3,WoS S3 — Pólipos gástricos em endoscopia com IA,WOS:000505769500024,"Validity of endoscopic features for the diagnosis of Helicobacter
pylori infection status based on the Kyoto classification of
gastritis","Yoshii, Shinji; Mabe, Katsuhiro; Watano, Keiko; Ohno, Masayoshi; Matsumoto, Mio; Ono, Shoko; Kudo, Takahiko; Nojima, Masanori; Kato, Mototsugu; Sakamoto, Naoya",2020,10.1111/den.13486,DIGESTIVE ENDOSCOPY,duplicate,Duplicata de 'Validity of endoscopic features for the diagnosis of Helicobacter pylori infecti…' já presente em PubMed/S3.,Web of Science/S3,sim
