base,string_id,titulo_interpretativo_string,bibtex_key_original,title,authors,year,doi,venue,status,motivo,origens,tem_abstract
Web of Science,S2,WoS S2 — Lesões e alterações gástricas por IA,WOS:000607688400004,"Artificial intelligence in upper GI endoscopy - current status,
challenges and future promise","Yu, Honggang; Singh, Rajvinder; Shin, Seon Ho; Ho, Khek Yu",2021,10.1111/jgh.15354,JOURNAL OF GASTROENTEROLOGY AND HEPATOLOGY,included,Visão computacional/DL aplicada a endoscopia digestiva alta (contexto: dataset/benchmark).,Web of Science/S2,sim
Web of Science,S2,WoS S2 — Lesões e alterações gástricas por IA,WOS:001147493600001,"A masked graph neural network model for real-time gastric polyp
detection in Healthcare 4.0","Huang, Junjun; Saw, Shier Nee; He, Tianran; Feng, Wei; Loo, Chu Kiong",2023,10.1016/j.jii.2023.100467,JOURNAL OF INDUSTRIAL INFORMATION INTEGRATION,duplicate,Duplicata de 'A masked graph neural network model for real-time gastric polyp detection in Hea…' já presente em ScienceDirect/S6.,Web of Science/S2,sim
Web of Science,S2,WoS S2 — Lesões e alterações gástricas por IA,WOS:000435391300008,"Application of artificial intelligence using a convolutional neural
network for detecting gastric cancer in endoscopic images","Hirasawa, Toshiaki; Aoyama, Kazuharu; Tanimoto, Tetsuya; Ishihara, Soichiro; Shichijo, Satoki; Ozawa, Tsuyoshi; Ohnishi, Tatsuya; Fujishiro, Mitsuhiro; Matsuo, Keigo; Fujisaki, Junko; Tada, Tomohiro",2018,10.1007/s10120-018-0793-2,GASTRIC CANCER,duplicate,Duplicata de 'Application of artificial intelligence using a convolutional neural network for …' já presente em PubMed/S3.,Web of Science/S2,sim
Web of Science,S2,WoS S2 — Lesões e alterações gástricas por IA,WOS:001047024900080,"Implementation of artificial intelligence in upper gastrointestinal
endoscopy","Nagao, Sayaka; Tani, Yasuhiro; Shibata, Junichi; Tsuji, Yosuke; Tada, Tomohiro; Ishihara, Ryu; Fujishiro, Mitsuhiro",2022,10.1002/deo2.72,DEN OPEN,duplicate,Duplicata de 'Implementation of artificial intelligence in upper gastrointestinal endoscopy…' já presente em PubMed/S3.,Web of Science/S2,sim
Web of Science,S2,WoS S2 — Lesões e alterações gástricas por IA,WOS:001362089100001,Linked color imaging and upper gastrointestinal neoplasia,"Ono, Shoko; Inoue, Masaki; Higashino, Masayuki; Hayasaka, Shuhei; Tanaka, Shugo; Egami, Hiroki; Sakamoto, Naoya",2025,10.1111/den.14957,DIGESTIVE ENDOSCOPY,duplicate,Duplicata de 'Linked color imaging and upper gastrointestinal neoplasia…' já presente em PubMed/S3.,Web of Science/S2,sim
Web of Science,S2,WoS S2 — Lesões e alterações gástricas por IA,WOS:001520586500001,"A novel artificial intelligence-based system for quality monitoring
during esophagogastroduodenoscopy: a multicenter randomized controlled
study","Chen, Shengsen; Li, Yandong; Wang, Huogen; Chen, Ming; Wang, Chun; Pan, Weilong; Ma, Ji; Ji, Tingting; Hong, Jiemin; Hu, Di; Sheng, Xiancang; Jiang, Junbing; Wang, Shi",2025,10.1055/a-2626-0069,ENDOSCOPY,duplicate,Duplicata de 'A novel artificial intelligence-based system for quality monitoring during esoph…' já presente em PubMed/S3.,Web of Science/S2,sim
Web of Science,S2,WoS S2 — Lesões e alterações gástricas por IA,WOS:001164970000001,"The Importance of Artificial Intelligence in Upper Gastrointestinal
Endoscopy","Popovic, Dusan; Glisic, Tijana; Milosavljevic, Tomica; Panic, Natasa; Marjanovic-Haljilji, Marija; Mijac, Dragana; Lalosevic, Milica Stojkovic; Nestorov, Jelena; Dragasevic, Sanja; Savic, Predrag; Filipovic, Branka",2023,10.3390/diagnostics13182862,DIAGNOSTICS,included,Visão computacional/DL aplicada a endoscopia digestiva alta.,Web of Science/S2,sim
Web of Science,S2,WoS S2 — Lesões e alterações gástricas por IA,WOS:000524744100001,"Non-Local Attention and Densely-Connected Convolutional Neural Networks
for Malignancy Suspiciousness Classification of Gastric Ulcer","Sun, Muyi; Liang, Kaiyi; Zhang, Wenbao; Chang, Qing; Zhou, Xiaoguang",2020,10.1109/ACCESS.2020.2967350,IEEE ACCESS,duplicate,Duplicata de 'Non-Local attention and Densely-Connected Convolutional Neural Networks for Mali…' já presente em Scopus/S1.,Web of Science/S2,sim
Web of Science,S2,WoS S2 — Lesões e alterações gástricas por IA,WOS:000802571700001,"Artificial Intelligence for Upper Gastrointestinal Endoscopy: A Roadmap
from Technology Development to Clinical Practice","Renna, Francesco; Martins, Miguel; Neto, Alexandre; Cunha, Antonio; Libanio, Diogo; Dinis-Ribeiro, Mario; Coimbra, Miguel",2022,10.3390/diagnostics12051278,DIAGNOSTICS,duplicate,"Duplicata de 'Artificial Intelligence for Upper Gastrointestinal Endoscopy: A Roadmap
from Tec…' já presente em Web of Science/S1.",Web of Science/S2,sim
Web of Science,S2,WoS S2 — Lesões e alterações gástricas por IA,WOS:001562501200020,"Classification of Gastroscopy Images Under Extreme Class Imbalance: A
Deep Learning Pipeline","Krenzer, Adrian; Friedetzki, Tobias; Dietsch, Max; Puppe, Frank",2026,10.1007/978-3-031-98691-8_20,"MEDICAL IMAGE UNDERSTANDING AND ANALYSIS, MIUA 2025, PT II",duplicate,Duplicata de 'Classification of Gastroscopy Images Under Extreme Class Imbalance: A Deep Learn…' já presente em Scopus/S1.,Web of Science/S2,sim
Web of Science,S2,WoS S2 — Lesões e alterações gástricas por IA,WOS:000647644500001,"Differentiation Between Malignant and Benign Endoscopic Images of
Gastric Ulcers Using Deep Learning","Kiang, Eyal; Barash, Yiftach; Levartovsky, Asaf; Lederer, Noam Barkin; Lahat, Adi",2021,10.2147/CEG.S292857,CLINICAL AND EXPERIMENTAL GASTROENTEROLOGY,duplicate,Duplicata de 'Differentiation Between Malignant and Benign Endoscopic Images of Gastric Ulcers…' já presente em PubMed/S3.,Web of Science/S2,sim
Web of Science,S2,WoS S2 — Lesões e alterações gástricas por IA,WOS:000664928200005,"Early gastric cancer and Artificial Intelligence: Is it time for
population screening?","Anta, Julia Arribas; Dinis-Ribeiro, Mario",2021,10.1016/j.bpg.2020.101710,BEST PRACTICE & RESEARCH CLINICAL GASTROENTEROLOGY,included,DL/CV em endoscopia com achado do trato GI alto.,ScienceDirect/S10; Web of Science/S2,sim
Web of Science,S2,WoS S2 — Lesões e alterações gástricas por IA,WOS:001424376600031,"A unified framework harnessing multi-scale feature ensemble and
attention mechanism for gastric polyp and protrusion identification in
gastroscope imaging","He, Chunyou; Zhang, Jingda; Liang, Yunxiao; Li, Hao",2025,10.1038/s41598-025-90034-y,SCIENTIFIC REPORTS,duplicate,Duplicata de 'A unified framework harnessing multi-scale feature ensemble and attention mechan…' já presente em PubMed/S3.,Web of Science/S2,sim
Web of Science,S2,WoS S2 — Lesões e alterações gástricas por IA,WOS:000874656300001,"Noninvasive detection and interpretation of gastrointestinal diseases by
collaborative serum metabolite and magnetically controlled capsule
endoscopy","Yu, Xiang-Tian; Chen, Ming; Guo, Jingyi; Zhang, Jing; Zeng, Tao",2022,10.1016/j.csbj.2022.10.001,COMPUTATIONAL AND STRUCTURAL BIOTECHNOLOGY JOURNAL,duplicate,"Duplicata de 'Noninvasive detection and interpretation of gastrointestinal diseases by
collabo…' já presente em Web of Science/S1.",Web of Science/S2,sim
Web of Science,S2,WoS S2 — Lesões e alterações gástricas por IA,WOS:000900610800001,"Current Status of Artificial Intelligence-Based Computer-Assisted
Diagnosis Systems for Gastric Cancer in Endoscopy","Ochiai, Kentaro; Ozawa, Tsuyoshi; Shibata, Junichi; Ishihara, Soichiro; Tada, Tomohiro",2022,10.3390/diagnostics12123153,DIAGNOSTICS,included,Visão computacional/DL aplicada a endoscopia digestiva alta.,Web of Science/S2,sim
Web of Science,S2,WoS S2 — Lesões e alterações gástricas por IA,WOS:000664928200009,Striving for quality improvement: can artificial intelligence help?,"Sinonquel, P.; Bisschops, R.",2021,10.1016/j.bpg.2020.101722,BEST PRACTICE & RESEARCH CLINICAL GASTROENTEROLOGY,included,Visão computacional/DL aplicada a endoscopia digestiva alta.,PubMed/S3; Web of Science/S2,sim
Web of Science,S2,WoS S2 — Lesões e alterações gástricas por IA,WOS:001583164800007,Role of artificial intelligence in gastric diseases,"Gong, Eun Jeong; Woo, Jieun; Lee, Jae Jun; Bang, Chang Seok",2025,10.3748/wjg.v31.i37.111327,WORLD JOURNAL OF GASTROENTEROLOGY,duplicate,Duplicata de 'Role of artificial intelligence in gastric diseases…' já presente em Scopus (VLM/FMs)/S3.,Web of Science/S2,sim
Web of Science,S2,WoS S2 — Lesões e alterações gástricas por IA,WOS:000655246000029,"Expert-level classification of gastritis by endoscopy using deep
learning: a multicenter diagnostic trial","Mu, Ganggang; Zhu, Yijie; Niu, Zhanyue; Li, Hongyan; Wu, Lianlian; Wang, Jing; Luo, Renquan; Hu, Xiao; Li, Yanxia; Zhang, Jixiang; Hu, Shan; Li, Chao; Ding, Shigang; Yu, Honggang",2021,10.1055/a-1372-2789,ENDOSCOPY INTERNATIONAL OPEN,duplicate,"Duplicata de 'Expert-level classification of gastritis by endoscopy using deep
learning: a mul…' já presente em Web of Science/S1.",Web of Science/S2,sim
Web of Science,S2,WoS S2 — Lesões e alterações gástricas por IA,WOS:001723893200001,"Artificial Intelligence in Gastrointestinal Endoscopy: Current Advances,
Clinical Integration, and Future Directions: A Narrative Review","Yagnik, Vipul D.; Choudhary, Prema Ram; Garg, Pankaj",2026,10.2147/CEG.S573930,CLINICAL AND EXPERIMENTAL GASTROENTEROLOGY,included,Visão computacional/DL aplicada a endoscopia digestiva alta (contexto: dataset/benchmark).,Scopus (VLM/FMs)/S3; Web of Science/S2,sim
Web of Science,S2,WoS S2 — Lesões e alterações gástricas por IA,WOS:001182135600001,"Artificial intelligence-assisted system for the assessment of Forrest
classification of peptic ulcer bleeding: a multicenter diagnostic study","He, Xiao-Jian; Wang, Xiao-Ling; Su, Tian-Kang; Yao, Li-Jia; Zheng, Jing; Wen, Xiao-Dong; Xu, Qin-Wei; Huang, Qian-Rong; Chen, Li-Bin; Chen, Chang-Xin; Lin, Hai-Fan; Chen, Yi-Qun; hu, Yan-Xing; Zhang, Kai-Hua; Jiang, Chuan-Shen; Liu, Gang; Li, Da-Zhou; Li, Dong-Liang; Wen, Wang",2024,10.1055/a-2252-4874,ENDOSCOPY,duplicate,Duplicata de 'Artificial intelligence-assisted system for the assessment of Forrest classifica…' já presente em Scopus/S1.,Web of Science/S2,sim
Web of Science,S2,WoS S2 — Lesões e alterações gástricas por IA,WOS:001305483200001,"Artificial Intelligence for the Automatic Diagnosis of Gastritis: A
Systematic Review","Turtoi, Daria Claudia; Brata, Vlad Dumitru; Incze, Victor; Ismaiel, Abdulrahman; Dumitrascu, Dinu Iuliu; Militaru, Valentin; Munteanu, Mihai Alexandru; Botan, Alexandru; Toc, Dan Alexandru; Duse, Traian Adrian; Popa, Stefan Lucian",2024,10.3390/jcm13164818,JOURNAL OF CLINICAL MEDICINE,duplicate,Duplicata de 'Artificial Intelligence for the Automatic Diagnosis of Gastritis: A Systematic R…' já presente em PubMed/S3.,Web of Science/S2,sim
Web of Science,S2,WoS S2 — Lesões e alterações gástricas por IA,WOS:000675439400012,"Standalone performance of artificial intelligence for upper GI
neoplasia: a meta-analysis","Arribas, Julia; Antonelli, Giulio; Frazzoni, Leonardo; Fuccio, Lorenzo; Ebigbo, Alanna; van der Sommen, Fons; Ghatwary, Noha; Palm, Christoph; Coimbra, Miguel; Renna, Francesco; Bergman, J. J. G. H. M.; Sharma, Prateek; Messmann, Helmut; Hassan, Cesare; Dinis-Ribeiro, Mario J.",2021,10.1136/gutjnl-2020-321922,GUT,duplicate,"Duplicata de 'Standalone performance of artificial intelligence for upper GI
neoplasia: a meta…' já presente em Web of Science/S1.",Web of Science/S2,sim
Web of Science,S2,WoS S2 — Lesões e alterações gástricas por IA,WOS:001079799500001,"A reconstruction and convolution operations enabled variant vision
transformer with gastroscopic images for automatic locating of polyps in
Internet of Medical Things","Qin, Zhe; Zhang, Yaqiong; Li, Jian; Li, Deming; Mo, Yanqing; Wang, Liyang; Qian, Peiyu; Feng, Li",2024,10.1016/j.inffus.2023.102007,INFORMATION FUSION,duplicate,"Duplicata de 'A reconstruction and convolution operations enabled variant vision
transformer w…' já presente em Web of Science/S1.",Web of Science/S2,sim
Web of Science,S2,WoS S2 — Lesões e alterações gástricas por IA,WOS:001200951600001,"Development of an Artificial Intelligence Diagnostic System Using Linked
Color Imaging for Barrett's Esophagus","Takeda, Tsutomu; Asaoka, Daisuke; Ueyama, Hiroya; Abe, Daiki; Suzuki, Maiko; Inami, Yoshihiro; Uemura, Yasuko; Yamamoto, Momoko; Iwano, Tomoyo; Uchida, Ryota; Utsunomiya, Hisanori; Oki, Shotaro; Suzuki, Nobuyuki; Ikeda, Atsushi; Akazawa, Yoichi; Matsumoto, Kohei; Ueda, Kumiko; Hojo, Mariko; Nojiri, Shuko; Tada, Tomohiro; Nagahara, Akihito",2024,10.3390/jcm13071990,JOURNAL OF CLINICAL MEDICINE,duplicate,"Duplicata de 'Development of an Artificial Intelligence Diagnostic System Using Linked
Color I…' já presente em Web of Science/S1.",Web of Science/S2,sim
Web of Science,S2,WoS S2 — Lesões e alterações gástricas por IA,WOS:000965827200001,"Enhanced Classification of Gastric Lesions and Early Gastric Cancer
Diagnosis in Gastroscopy Using Multi-Filter AutoAugment","Chae, Jung-Woo; Cho, Hyun-Chong",2023,10.1109/ACCESS.2023.3260983,IEEE ACCESS,duplicate,Duplicata de 'Enhanced Classification of Gastric Lesions and Early Gastric Cancer Diagnosis in…' já presente em IEEE/S3.,Web of Science/S2,sim
